,steel_design_description,YieldStrength,TensileStrength,TotalElongation
9437,06MN40 650150,52.7,67.2,27.99
9441,06MN40 650150,53.7,66.3,29.16
9444,06MN40 650150,52.4,65.7,29.31
10809,06MN40 650150,58.6,67.7,26.25
10812,06MN40 650150,56.2,66.5,27.37
10817,06MN40 650150,54.8,65.5,28.45
10819,06MN40 650150,52.6,62.9,29.13
10823,06MN40 650150,54.3,64.5,29.64
10827,06MN40 650150,55.8,65.3,29.06
10829,06MN40 650150,54.2,65.1,29.88
10843,06MN40 650150,57.6,65.7,29.14
15066,06MN40 650150,54.8,67.2,27.93
15070,06MN40 650150,53.5,67.2,27.74
15071,06MN40 650150,54.6,67.4,24.46
15075,06MN40 650150,51.7,65.6,28.7
15076,06MN40 650150,55.2,67.0,29.91
15078,06MN40 650150,54.0,66.8,30.44
15081,06MN40 650150,53.6,66.1,27.92
15083,06MN40 650150,54.6,66.8,28.25
15087,06MN40 650150,52.1,65.2,30.25
15090,06MN40 650150,52.3,65.5,27.09
15098,06MN40 650150,55.4,66.9,28.36
15100,06MN40 650150,54.0,65.6,29.65
15169,06MN40 650150,54.7,66.3,28.49
15172,06MN40 650150,54.2,65.7,28.92
15173,06MN40 650150,54.6,66.3,25.52
15174,06MN40 650150,56.4,67.5,26.92
15178,06MN40 650150,58.1,68.3,25.39
15180,06MN40 650150,53.7,65.9,30.19
15181,06MN40 650150,62.6,69.7,24.42
15194,06MN40 650150,55.5,66.0,25.77
16498,06MN40 650150,53.4,64.1,27.26
16504,06MN40 650150,51.4,63.4,29.72
16510,06MN40 650150,50.1,64.3,30.51
16513,06MN40 650150,52.7,65.1,27.18
16517,06MN40 650150,53.6,64.9,31.66
23532,06MN40 650150,53.0,64.8,28.69
23535,06MN40 650150,53.5,65.4,31.7
23540,06MN40 650150,51.7,65.0,31.33
23542,06MN40 650150,51.0,63.8,30.84
23544,06MN40 650150,51.0,63.2,32.04
23546,06MN40 650150,51.8,63.5,32.23
23549,06MN40 650150,52.3,64.5,29.26
23553,06MN40 650150,53.5,64.7,30.41
23555,06MN40 650150,54.2,65.4,22.69
23560,06MN40 650150,48.7,62.7,29.89
23565,06MN40 650150,50.7,63.5,30.88
23567,06MN40 650150,52.7,65.8,28.37
24428,06MN40 650150,53.1,65.9,27.26
24431,06MN40 650150,53.2,63.2,24.63
24436,06MN40 650150,54.2,66.4,26.13
24437,06MN40 650150,56.3,68.2,25.45
24442,06MN40 650150,55.4,67.1,26.96
24445,06MN40 650150,54.4,66.6,29.08
24451,06MN40 650150,54.6,66.6,28.05
24453,06MN40 650150,53.5,65.8,27.01
24472,06MN40 650150,53.1,66.3,28.07
24478,06MN40 650150,50.7,64.6,20.87
24481,06MN40 650150,55.5,67.3,26.1
24492,06MN40 650150,54.4,65.7,29.25
24496,06MN40 650150,52.7,64.7,30.59
24499,06MN40 650150,55.1,67.4,27.14
24592,06MN40 650150,52.0,65.3,29.28
24647,06MN40 650150,55.2,64.6,29.71
24649,06MN40 650150,54.2,66.3,28.31
24651,06MN40 650150,54.9,66.5,28.13
24655,06MN40 650150,57.5,67.8,26.02
24657,06MN40 650150,58.3,68.3,26.18
24663,06MN40 650150,58.1,68.7,27.13
24665,06MN40 650150,56.7,67.1,26.64
24672,06MN40 650150,50.7,63.7,28.48
24676,06MN40 650150,55.9,67.4,22.92
24683,06MN40 650150,53.3,65.8,27.94
24685,06MN40 650150,54.4,66.3,25.1
25087,06MN40 650150,54.6,66.4,31.47
25090,06MN40 650150,55.5,66.7,27.38
25094,06MN40 650150,56.4,67.7,27.68
25096,06MN40 650150,45.3,60.4,38.73
25097,06MN40 650150,57.1,68.2,28.87
25100,06MN40 650150,62.4,69.3,26.01
25103,06MN40 650150,56.9,67.9,28.8
26721,06MN40 650150,55.7,65.5,29.69
26728,06MN40 650150,53.6,65.3,29.72
26738,06MN40 650150,53.7,64.5,30.83
26743,06MN40 650150,53.2,64.6,28.15
26747,06MN40 650150,52.5,64.7,27.58
26751,06MN40 650150,55.5,67.3,30.02
26755,06MN40 650150,53.2,66.1,27.29
26759,06MN40 650150,53.2,66.0,28.24
31151,06MN40 650150,52.4,64.8,30.72
31153,06MN40 650150,51.9,64.7,29.38
31163,06MN40 650150,52.9,65.2,26.73
31171,06MN40 650150,52.4,64.5,32.33
31176,06MN40 650150,53.3,66.7,27.51
31179,06MN40 650150,54.3,66.6,28.84
31183,06MN40 650150,55.0,68.1,29.3
31187,06MN40 650150,52.9,64.5,30.67
31192,06MN40 650150,52.8,64.9,29.99
31195,06MN40 650150,54.4,66.6,28.03
31200,06MN40 650150,53.2,66.5,31.2
31203,06MN40 650150,52.9,65.1,30.23
31207,06MN40 650150,52.6,64.8,30.72
31211,06MN40 650150,54.0,66.1,29.66
31215,06MN40 650150,53.0,65.1,29.3
31218,06MN40 650150,53.1,66.4,31.2
31221,06MN40 650150,54.4,66.7,29.09
31225,06MN40 650150,54.4,64.2,29.95
31228,06MN40 650150,50.8,63.6,31.65
31231,06MN40 650150,53.0,63.9,32.47
31235,06MN40 650150,50.4,63.4,32.3
31242,06MN40 650150,54.1,65.8,28.5
31245,06MN40 650150,54.9,64.6,28.91
31249,06MN40 650150,50.3,62.5,30.23
31252,06MN40 650150,50.4,63.4,31.28
31256,06MN40 650150,50.3,63.5,30.15
31259,06MN40 650150,52.8,64.6,31.45
31264,06MN40 650150,49.3,63.8,32.28
31267,06MN40 650150,51.9,63.6,36.0
31271,06MN40 650150,51.2,63.9,30.78
37033,06MN40 650150,54.9,67.9,27.83
37036,06MN40 650150,60.4,71.6,24.38
37052,06MN40 650150,61.3,69.1,27.19
37074,06MN40 650150,57.4,67.3,21.4
37086,06MN40 650150,53.9,66.1,25.5
37095,06MN40 650150,54.5,65.6,19.29
37098,06MN40 650150,52.6,63.7,17.74
40076,06MN40 650150,53.1,64.9,23.47
40080,06MN40 650150,56.7,64.7,27.66
40163,06MN40 650150,55.9,65.1,29.4
41322,06MN40 650150,55.8,68.1,29.08
41404,06MN40 650150,57.5,66.8,25.51
48555,06MN40 650150,49.9,63.7,28.62
53321,06MN40 650150,51.1,64.6,30.58
53324,06MN40 650150,55.6,67.7,27.07
53329,06MN40 650150,55.2,66.7,31.35
53343,06MN40 650150,55.3,68.4,28.18
53348,06MN40 650150,52.9,65.9,31.29
53355,06MN40 650150,52.9,65.5,27.99
53358,06MN40 650150,51.0,64.6,28.87
53363,06MN40 650150,50.5,64.9,29.89
53366,06MN40 650150,51.4,64.7,25.29
53370,06MN40 650150,51.7,65.0,29.41
53373,06MN40 650150,53.5,65.5,30.72
53398,06MN40 650150,58.6,68.8,24.96
53403,06MN40 650150,54.8,66.7,27.7
53412,06MN40 650150,57.1,68.9,23.58
60767,06MN40 650150,51.3,63.5,26.89
60806,06MN40 650150,52.2,63.8,33.82
60809,06MN40 650150,52.0,63.7,31.81
62844,06MN40 650150,53.7,64.7,21.62
35288,06CSK 575025 25,48.4,62.1,24.81
42564,06CSK 575025 25,58.7,67.7,26.7
48888,06CSK 575025 25,53.5,66.3,26.74
48892,06CSK 575025 25,50.5,66.2,27.24
50792,06CSK 575025 25,46.7,62.9,30.34
54543,06CSK 575025 25,55.6,66.6,32.73
54593,06CSK 575025 25,54.4,65.5,26.99
64609,06CSK 575025 25,54.0,66.2,29.03
64726,06CSK 575025 25,59.6,69.2,18.62
1879,06CSK 625025,44.6,59.8,34.85
2283,06CSK 625025,46.7,59.5,32.31
2297,06CSK 625025,46.9,60.9,34.01
2306,06CSK 625025,47.4,60.7,36.37
2310,06CSK 625025,47.8,62.8,31.82
3681,06CSK 625025,47.4,62.9,29.95
3885,06CSK 625025,46.5,59.7,37.73
4359,06CSK 625025,47.1,61.5,34.88
4360,06CSK 625025,45.5,60.6,32.83
5187,06CSK 625025,50.0,65.1,28.58
5191,06CSK 625025,45.9,61.1,29.23
5383,06CSK 625025,46.7,63.7,33.46
6261,06CSK 625025,47.1,61.4,31.75
7020,06CSK 625025,43.8,61.4,34.53
7027,06CSK 625025,48.4,62.2,31.1
7058,06CSK 625025,46.1,62.6,31.28
7156,06CSK 625025,46.2,60.9,35.27
9450,06CSK 625025,51.9,65.1,28.93
9452,06CSK 625025,50.8,64.8,30.08
9771,06CSK 625025,52.6,68.6,27.68
9773,06CSK 625025,49.2,66.5,28.57
11338,06CSK 625025,47.4,65.3,28.74
11363,06CSK 625025,47.2,62.0,30.03
11370,06CSK 625025,49.4,64.9,28.44
11374,06CSK 625025,48.4,61.6,30.65
11377,06CSK 625025,45.3,61.5,31.21
12114,06CSK 625025,45.4,59.6,28.57
12738,06CSK 625025,51.9,63.8,27.58
13200,06CSK 625025,44.5,61.3,34.02
13206,06CSK 625025,45.4,62.7,33.11
13208,06CSK 625025,44.6,62.9,32.49
13212,06CSK 625025,44.8,62.6,31.66
13385,06CSK 625025,52.5,66.5,23.34
13565,06CSK 625025,47.3,62.0,33.87
14248,06CSK 625025,46.7,62.7,31.19
14280,06CSK 625025,48.6,62.2,33.53
14353,06CSK 625025,46.7,60.2,35.61
16717,06CSK 625025,52.4,65.7,28.09
16726,06CSK 625025,46.1,60.9,37.36
16771,06CSK 625025,48.0,61.1,34.53
16818,06CSK 625025,48.4,62.1,32.19
16826,06CSK 625025,49.4,61.9,30.04
16831,06CSK 625025,49.1,63.2,30.95
16833,06CSK 625025,49.5,63.6,28.43
16839,06CSK 625025,51.7,64.3,28.72
16844,06CSK 625025,53.7,65.4,28.28
16845,06CSK 625025,43.7,61.1,35.56
16846,06CSK 625025,50.1,67.3,33.58
16858,06CSK 625025,44.6,62.3,32.43
16867,06CSK 625025,47.6,61.2,32.12
16871,06CSK 625025,53.3,63.9,28.11
16873,06CSK 625025,52.6,64.9,26.97
16876,06CSK 625025,46.5,60.1,36.9
16889,06CSK 625025,51.6,63.3,30.43
16890,06CSK 625025,51.4,63.5,30.89
16897,06CSK 625025,49.3,62.4,31.05
16905,06CSK 625025,52.4,64.4,31.7
16911,06CSK 625025,49.5,62.1,30.13
16912,06CSK 625025,50.2,62.6,31.45
16915,06CSK 625025,45.5,59.2,37.62
17248,06CSK 625025,50.6,62.0,30.06
20577,06CSK 625025,47.2,59.7,43.45
20604,06CSK 625025,49.1,61.8,33.16
21404,06CSK 625025,42.6,57.9,40.68
21406,06CSK 625025,42.7,56.4,38.57
21407,06CSK 625025,43.1,55.1,46.03
21409,06CSK 625025,47.8,60.1,40.83
21410,06CSK 625025,47.1,61.2,32.6
21414,06CSK 625025,43.7,61.5,43.73
21416,06CSK 625025,43.8,59.4,40.15
21419,06CSK 625025,42.6,59.1,33.14
21422,06CSK 625025,44.5,59.0,45.79
25056,06CSK 625025,57.2,66.7,29.76
25059,06CSK 625025,53.9,65.1,30.06
25061,06CSK 625025,54.1,65.2,28.75
25123,06CSK 625025,44.8,63.7,34.59
25154,06CSK 625025,45.7,61.3,35.17
25884,06CSK 625025,51.4,63.7,30.81
25891,06CSK 625025,51.6,63.7,33.36
27880,06CSK 625025,44.2,62.2,31.14
27976,06CSK 625025,45.6,63.2,32.25
28025,06CSK 625025,45.2,62.5,32.23
28028,06CSK 625025,44.6,60.9,33.67
28398,06CSK 625025,47.0,62.2,31.24
28631,06CSK 625025,45.6,59.8,31.44
34917,06CSK 625025,47.5,61.1,33.71
35011,06CSK 625025,43.8,61.2,29.48
35451,06CSK 625025,47.3,61.9,29.24
35469,06CSK 625025,46.8,64.3,29.35
37980,06CSK 625025,49.7,62.9,28.83
37990,06CSK 625025,48.9,62.2,32.43
38209,06CSK 625025,50.2,62.8,26.05
38731,06CSK 625025,50.9,63.7,33.45
40251,06CSK 625025,46.6,62.9,30.96
40254,06CSK 625025,45.5,62.5,31.18
40257,06CSK 625025,49.3,63.9,28.38
40265,06CSK 625025,46.9,60.1,32.93
41094,06CSK 625025,48.3,63.1,33.71
41117,06CSK 625025,48.0,62.0,32.78
42496,06CSK 625025,48.4,62.9,38.16
42838,06CSK 625025,47.9,62.3,34.43
43199,06CSK 625025,45.3,60.3,34.0
43436,06CSK 625025,51.8,62.3,29.82
43888,06CSK 625025,44.9,61.4,32.74
43891,06CSK 625025,45.4,61.4,34.93
43895,06CSK 625025,48.1,62.8,34.86
43897,06CSK 625025,46.5,61.5,35.15
44380,06CSK 625025,43.8,58.6,36.21
45319,06CSK 625025,48.7,61.8,33.95
46376,06CSK 625025,43.2,59.1,31.45
46393,06CSK 625025,48.3,61.0,33.53
46395,06CSK 625025,45.3,59.2,34.34
46397,06CSK 625025,46.4,60.6,32.67
46402,06CSK 625025,45.0,60.5,23.08
47146,06CSK 625025,45.4,60.4,26.61
47152,06CSK 625025,50.1,62.5,34.78
47155,06CSK 625025,45.4,59.8,28.55
47160,06CSK 625025,49.1,62.2,33.64
47163,06CSK 625025,52.8,65.2,32.54
47168,06CSK 625025,51.7,65.2,31.64
47175,06CSK 625025,46.9,61.7,36.87
47177,06CSK 625025,48.3,61.8,36.46
47180,06CSK 625025,48.4,62.4,33.71
47185,06CSK 625025,48.4,62.4,32.93
47189,06CSK 625025,48.8,62.7,38.18
47194,06CSK 625025,49.0,62.9,35.07
47197,06CSK 625025,49.1,63.2,34.95
47202,06CSK 625025,49.1,62.2,32.86
47205,06CSK 625025,49.2,62.4,35.34
47210,06CSK 625025,49.1,62.4,33.81
47213,06CSK 625025,48.9,62.3,34.1
47218,06CSK 625025,47.3,62.0,32.08
47222,06CSK 625025,49.1,62.7,35.58
47228,06CSK 625025,48.8,62.4,35.12
47231,06CSK 625025,47.6,61.9,36.29
47236,06CSK 625025,47.2,61.3,32.32
47239,06CSK 625025,48.0,62.5,34.42
47245,06CSK 625025,50.5,62.7,32.97
47248,06CSK 625025,49.9,62.9,29.59
47253,06CSK 625025,49.3,63.6,22.98
47256,06CSK 625025,49.6,63.6,35.13
47262,06CSK 625025,48.2,61.9,33.02
47265,06CSK 625025,50.0,62.5,31.29
47270,06CSK 625025,48.2,61.4,32.69
47273,06CSK 625025,47.9,61.6,34.6
47278,06CSK 625025,48.8,61.9,33.11
47281,06CSK 625025,48.9,63.0,31.12
47286,06CSK 625025,48.1,62.2,34.58
47295,06CSK 625025,50.7,62.3,33.11
48249,06CSK 625025,48.0,60.7,34.74
48252,06CSK 625025,50.2,63.2,30.37
48254,06CSK 625025,44.4,60.2,34.27
48256,06CSK 625025,46.5,60.9,35.96
48821,06CSK 625025,45.7,61.0,33.54
48825,06CSK 625025,46.4,61.1,33.83
48829,06CSK 625025,46.7,60.4,36.59
49285,06CSK 625025,46.5,60.2,37.38
50288,06CSK 625025,46.8,60.8,36.5
50290,06CSK 625025,46.3,60.0,44.9
50715,06CSK 625025,49.2,63.8,32.32
50716,06CSK 625025,46.9,63.9,35.17
50914,06CSK 625025,45.5,61.8,31.2
50916,06CSK 625025,47.7,62.7,35.28
51011,06CSK 625025,41.6,55.2,38.83
51103,06CSK 625025,52.8,66.1,22.38
53420,06CSK 625025,47.0,60.7,34.17
55582,06CSK 625025,45.6,63.0,29.37
55623,06CSK 625025,45.8,59.6,31.82
55628,06CSK 625025,47.2,63.4,31.13
55726,06CSK 625025,48.0,64.5,33.13
55817,06CSK 625025,48.1,63.7,36.74
55828,06CSK 625025,46.4,60.9,34.82
55834,06CSK 625025,46.6,62.1,34.74
55837,06CSK 625025,48.2,62.9,30.99
56383,06CSK 625025,49.3,64.4,31.33
56384,06CSK 625025,47.5,62.2,36.56
56385,06CSK 625025,49.5,62.9,34.38
56390,06CSK 625025,45.9,62.4,37.87
56393,06CSK 625025,50.1,65.0,33.81
56399,06CSK 625025,46.1,62.0,33.03
56430,06CSK 625025,45.2,60.8,40.74
56437,06CSK 625025,48.4,63.8,35.1
56441,06CSK 625025,49.4,63.4,35.84
56446,06CSK 625025,49.5,64.3,35.95
56450,06CSK 625025,47.3,62.1,38.76
56458,06CSK 625025,45.3,61.8,38.94
56464,06CSK 625025,49.8,64.6,35.23
56748,06CSK 625025,44.9,58.9,42.68
56750,06CSK 625025,43.8,59.0,39.1
56856,06CSK 625025,50.2,61.8,31.42
57689,06CSK 625025,49.1,64.4,40.46
57703,06CSK 625025,50.0,63.3,32.51
57712,06CSK 625025,48.7,62.0,35.72
57716,06CSK 625025,48.5,61.4,35.68
57718,06CSK 625025,49.7,64.4,30.37
57719,06CSK 625025,44.7,59.0,32.24
58139,06CSK 625025,53.1,66.7,28.22
58196,06CSK 625025,47.9,63.1,35.06
59264,06CSK 625025,46.4,62.7,34.08
59275,06CSK 625025,54.2,65.1,21.59
59284,06CSK 625025,50.1,62.8,32.38
59289,06CSK 625025,43.1,63.1,30.7
59295,06CSK 625025,49.0,62.0,33.57
59298,06CSK 625025,48.1,62.6,33.87
59301,06CSK 625025,45.4,62.6,34.68
59305,06CSK 625025,48.2,64.1,30.16
59315,06CSK 625025,49.0,61.9,33.82
59657,06CSK 625025,44.9,62.5,33.52
60482,06CSK 625025,49.3,60.7,36.9
60486,06CSK 625025,50.3,61.1,36.74
60489,06CSK 625025,48.7,61.8,37.39
60492,06CSK 625025,48.2,62.0,33.88
60496,06CSK 625025,50.1,61.9,24.04
60499,06CSK 625025,47.8,61.3,34.61
64457,06CSK 625025,51.2,63.5,30.82
64462,06CSK 625025,48.5,62.7,33.65
64507,06CSK 625025,47.1,61.8,35.56
64579,06CSK 625025,47.4,61.6,32.05
64599,06CSK 625025,51.8,63.4,33.22
64688,06CSK 625025,50.3,61.7,39.13
64691,06CSK 625025,52.8,65.0,38.43
64695,06CSK 625025,47.9,61.7,35.63
64701,06CSK 625025,59.2,70.8,27.87
64756,06CSK 625025,47.0,60.7,36.51
2289,06CSK 625100,46.8,60.1,30.83
2292,06CSK 625100,46.5,60.0,33.94
2303,06CSK 625100,47.6,60.6,32.71
2321,06CSK 625100,47.0,61.0,32.57
3877,06CSK 625100,48.1,62.1,31.87
3879,06CSK 625100,46.2,62.4,30.8
3887,06CSK 625100,47.1,61.4,32.78
3892,06CSK 625100,44.9,61.3,32.93
4409,06CSK 625100,46.8,61.2,32.5
4450,06CSK 625100,47.2,60.9,34.33
4454,06CSK 625100,45.2,61.1,32.07
4458,06CSK 625100,48.3,62.6,22.78
4463,06CSK 625100,44.7,60.1,33.85
4466,06CSK 625100,44.8,63.2,25.92
4475,06CSK 625100,41.9,60.0,30.28
4479,06CSK 625100,44.9,60.2,31.37
4482,06CSK 625100,47.2,62.9,25.91
4487,06CSK 625100,45.2,60.9,31.45
4490,06CSK 625100,47.1,60.4,31.8
4494,06CSK 625100,44.5,59.8,31.21
4495,06CSK 625100,44.4,60.1,34.12
4507,06CSK 625100,44.8,59.3,33.76
4508,06CSK 625100,50.6,67.9,29.0
4513,06CSK 625100,47.2,61.5,30.24
4837,06CSK 625100,44.4,60.3,32.91
5155,06CSK 625100,46.9,60.5,33.52
5158,06CSK 625100,46.3,59.9,34.9
5164,06CSK 625100,43.8,58.5,35.9
5209,06CSK 625100,45.8,59.8,35.18
5218,06CSK 625100,45.0,58.8,36.89
5223,06CSK 625100,44.9,59.5,34.42
5226,06CSK 625100,44.1,59.3,37.06
5232,06CSK 625100,45.2,58.8,36.85
5237,06CSK 625100,42.2,59.2,33.42
5244,06CSK 625100,44.6,61.1,32.78
5249,06CSK 625100,40.9,59.2,34.09
5257,06CSK 625100,44.4,61.3,30.82
5261,06CSK 625100,45.4,61.3,31.72
5266,06CSK 625100,44.9,61.1,30.88
5270,06CSK 625100,42.9,59.1,34.37
5275,06CSK 625100,41.6,58.4,34.69
5279,06CSK 625100,44.9,58.9,35.58
5285,06CSK 625100,43.7,60.7,32.1
5288,06CSK 625100,44.7,61.7,31.95
5294,06CSK 625100,45.1,61.8,31.11
5297,06CSK 625100,43.9,60.1,31.59
5303,06CSK 625100,41.5,58.8,32.13
5307,06CSK 625100,44.6,61.1,32.41
5312,06CSK 625100,44.4,61.9,31.59
5316,06CSK 625100,43.9,60.3,35.75
5321,06CSK 625100,45.3,60.4,33.34
5324,06CSK 625100,43.5,60.3,32.8
5330,06CSK 625100,44.8,61.6,31.73
5333,06CSK 625100,46.1,61.7,34.01
5338,06CSK 625100,47.2,62.7,31.51
5342,06CSK 625100,44.7,61.4,31.46
5348,06CSK 625100,41.5,60.2,32.3
5430,06CSK 625100,43.5,62.0,31.43
5439,06CSK 625100,46.2,63.3,27.92
5445,06CSK 625100,47.2,65.5,27.11
5448,06CSK 625100,44.5,63.5,27.1
5454,06CSK 625100,47.6,64.0,27.16
5457,06CSK 625100,44.1,63.6,28.49
5484,06CSK 625100,45.6,65.2,27.31
5493,06CSK 625100,48.2,66.2,27.11
5494,06CSK 625100,44.0,62.9,25.91
5495,06CSK 625100,44.9,63.3,27.78
5504,06CSK 625100,47.2,65.7,27.4
5512,06CSK 625100,47.2,64.4,26.37
5513,06CSK 625100,45.9,63.0,27.89
5522,06CSK 625100,44.6,62.5,28.51
5524,06CSK 625100,45.3,59.7,32.68
5528,06CSK 625100,44.0,60.4,29.28
5533,06CSK 625100,41.4,58.7,33.92
5537,06CSK 625100,42.8,60.8,29.41
5541,06CSK 625100,44.6,63.0,30.09
5546,06CSK 625100,43.8,62.5,30.12
5550,06CSK 625100,44.5,61.6,29.93
5555,06CSK 625100,43.3,62.0,32.1
5558,06CSK 625100,45.7,62.2,31.65
5564,06CSK 625100,44.4,62.4,30.03
5567,06CSK 625100,43.3,61.1,33.82
5587,06CSK 625100,42.9,60.8,31.23
5591,06CSK 625100,42.9,60.3,32.3
5595,06CSK 625100,46.7,61.6,31.01
5596,06CSK 625100,46.6,61.4,34.31
5604,06CSK 625100,46.9,61.6,35.34
5605,06CSK 625100,44.1,61.1,32.46
5612,06CSK 625100,45.6,61.0,34.03
5632,06CSK 625100,41.7,59.5,34.05
5635,06CSK 625100,42.7,59.9,34.18
5645,06CSK 625100,45.8,62.4,26.05
5646,06CSK 625100,44.9,62.5,27.19
5649,06CSK 625100,44.8,63.7,28.99
5655,06CSK 625100,45.6,64.3,26.63
5661,06CSK 625100,45.7,63.7,27.53
5664,06CSK 625100,43.5,63.3,26.1
5676,06CSK 625100,46.0,63.4,33.38
5681,06CSK 625100,45.5,63.5,27.55
5684,06CSK 625100,44.1,61.4,30.67
5685,06CSK 625100,43.7,62.2,32.07
5691,06CSK 625100,44.3,63.0,28.01
5694,06CSK 625100,46.3,64.6,24.88
5703,06CSK 625100,43.8,61.7,31.18
5712,06CSK 625100,44.1,63.6,24.98
5718,06CSK 625100,43.4,62.9,31.92
5722,06CSK 625100,41.4,60.6,28.93
5727,06CSK 625100,43.0,60.9,32.11
5731,06CSK 625100,44.4,63.4,24.88
5736,06CSK 625100,44.2,63.0,28.61
5740,06CSK 625100,42.3,61.4,29.76
5756,06CSK 625100,45.7,61.8,31.96
5760,06CSK 625100,47.6,63.8,29.53
5761,06CSK 625100,49.7,64.5,33.06
5768,06CSK 625100,45.3,63.6,30.63
5777,06CSK 625100,45.4,61.1,30.75
5783,06CSK 625100,44.5,62.8,29.16
5794,06CSK 625100,49.2,63.4,28.08
5796,06CSK 625100,48.6,63.6,27.87
5797,06CSK 625100,44.6,62.7,30.58
5801,06CSK 625100,44.4,61.8,30.2
5803,06CSK 625100,43.1,63.3,29.44
5805,06CSK 625100,42.4,62.3,30.6
5806,06CSK 625100,42.3,62.3,33.02
5810,06CSK 625100,44.2,61.6,30.54
5812,06CSK 625100,44.5,61.3,25.63
5815,06CSK 625100,42.0,61.2,30.28
5819,06CSK 625100,44.3,61.7,32.37
5821,06CSK 625100,41.8,60.7,31.54
5823,06CSK 625100,40.8,60.2,32.77
5824,06CSK 625100,42.1,60.6,32.59
5828,06CSK 625100,42.4,61.1,30.26
5837,06CSK 625100,45.2,62.4,31.88
5842,06CSK 625100,45.1,62.3,31.99
5843,06CSK 625100,46.1,62.7,30.84
5846,06CSK 625100,45.7,62.6,31.46
5850,06CSK 625100,44.6,62.3,29.24
5851,06CSK 625100,46.2,63.2,28.61
5852,06CSK 625100,44.9,62.4,30.9
5855,06CSK 625100,46.2,62.4,29.52
5868,06CSK 625100,41.2,60.6,33.7
5901,06CSK 625100,43.2,60.4,32.05
5904,06CSK 625100,43.7,60.4,32.99
5905,06CSK 625100,43.4,60.9,33.61
5913,06CSK 625100,45.8,62.6,31.5
5919,06CSK 625100,44.8,61.8,32.01
5923,06CSK 625100,39.0,60.7,36.67
5933,06CSK 625100,42.2,58.0,34.79
5938,06CSK 625100,41.7,60.8,30.04
5941,06CSK 625100,42.8,61.1,30.74
5944,06CSK 625100,42.5,61.5,30.35
5952,06CSK 625100,43.0,61.4,28.82
5953,06CSK 625100,43.9,61.7,31.31
5961,06CSK 625100,44.4,62.9,32.1
5964,06CSK 625100,43.0,61.4,32.04
5970,06CSK 625100,42.1,61.5,33.33
5975,06CSK 625100,42.6,62.1,27.29
5976,06CSK 625100,44.2,62.0,21.71
5989,06CSK 625100,43.0,61.9,27.84
5992,06CSK 625100,43.0,60.9,31.71
5998,06CSK 625100,42.8,59.9,30.84
6001,06CSK 625100,43.4,61.6,31.45
6007,06CSK 625100,46.1,63.4,28.18
6010,06CSK 625100,43.8,62.9,31.33
6016,06CSK 625100,44.1,62.7,27.69
6018,06CSK 625100,43.2,61.9,26.97
6019,06CSK 625100,44.5,60.7,32.1
6044,06CSK 625100,46.2,64.4,29.32
6111,06CSK 625100,49.3,65.2,28.85
6112,06CSK 625100,50.4,65.2,30.39
6120,06CSK 625100,47.1,62.5,28.43
6130,06CSK 625100,39.9,58.5,31.39
6131,06CSK 625100,40.4,60.0,28.95
6132,06CSK 625100,40.7,59.8,28.96
6140,06CSK 625100,45.1,63.3,28.19
6141,06CSK 625100,43.0,61.7,28.69
6149,06CSK 625100,43.3,61.8,31.44
6150,06CSK 625100,43.9,61.6,25.88
6157,06CSK 625100,43.9,62.2,29.54
6159,06CSK 625100,46.3,62.0,28.54
6167,06CSK 625100,40.6,57.9,35.59
6168,06CSK 625100,44.8,59.6,34.11
6174,06CSK 625100,43.8,61.5,24.57
6177,06CSK 625100,44.0,62.7,25.72
6183,06CSK 625100,45.1,64.6,24.86
6186,06CSK 625100,43.8,62.8,29.37
6192,06CSK 625100,43.1,62.1,28.27
6195,06CSK 625100,44.8,63.0,29.85
6201,06CSK 625100,41.5,58.8,34.25
6204,06CSK 625100,43.1,60.5,28.98
6210,06CSK 625100,43.8,61.2,30.83
6214,06CSK 625100,43.8,61.7,28.05
6219,06CSK 625100,45.6,63.1,27.35
6222,06CSK 625100,45.4,61.9,27.81
6232,06CSK 625100,41.9,60.6,31.19
6263,06CSK 625100,43.0,60.5,32.14
6269,06CSK 625100,46.1,60.6,34.32
6270,06CSK 625100,45.1,60.3,34.04
6271,06CSK 625100,43.2,60.5,33.59
6286,06CSK 625100,46.1,59.6,35.16
6289,06CSK 625100,46.4,60.1,33.8
6290,06CSK 625100,46.0,58.6,34.94
6298,06CSK 625100,45.9,58.7,35.58
6300,06CSK 625100,44.2,58.7,34.9
6301,06CSK 625100,45.1,58.7,33.87
6311,06CSK 625100,42.7,58.4,34.79
6317,06CSK 625100,44.3,58.4,36.06
6318,06CSK 625100,45.0,58.5,35.75
6320,06CSK 625100,43.6,59.0,35.42
6321,06CSK 625100,45.7,58.8,36.47
6327,06CSK 625100,45.9,58.8,35.85
6328,06CSK 625100,44.3,58.5,35.75
6330,06CSK 625100,45.8,59.1,35.27
6336,06CSK 625100,45.1,59.4,35.19
6339,06CSK 625100,43.8,58.3,37.1
6343,06CSK 625100,45.5,59.5,35.89
6347,06CSK 625100,44.6,58.3,35.54
6351,06CSK 625100,43.6,57.6,35.88
6353,06CSK 625100,44.2,57.8,36.05
6354,06CSK 625100,42.2,57.0,34.85
6400,06CSK 625100,47.0,63.1,31.12
6413,06CSK 625100,45.0,61.8,31.49
6415,06CSK 625100,45.7,62.3,29.44
